metric,adaptive,static,relative_change_adaptive_vs_static
avg_efficiency,9.508720885941383,10.18552008256209,-0.06644719082920549
avg_energy,113.19412219644238,101.32250580046404,0.117166628501641
avg_throughput,1207.6070154179456,1201.397498645448,0.005168578076364188
drop_rate,0.2042255803193306,0.2083174533732657,-0.01964248788411999
total_drop,801446.0856913831,408751.948032531,0.9607150242317599
